date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:16:38	13424/13424	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2006%20Feb%202023%2015:59:16%20GMT	https://visitperak.com.my/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.0	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-includes/js/jquery/jquery-migrate.min6b00.js	(from https://visitperak.com.my/lang-mountain/)
02:16:38	198500/198500	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20Oct%202018%2000:00:00%20GMT	https://visitperak.com.my/wp-content/uploads/2018/10/background-site.jpg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2018/10/background-site.jpg	(from https://visitperak.com.my/lang-mountain/)
02:16:39	198919/198919	---M--	200	added ('OK')	text/javascript	etag:5898790902242758888	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-4092556533751718&host=ca-host-pub-2644536267352236	C:/ICM561/link%2021/link%2021/pagead2.googlesyndication.com/pagead/js/f1fd4.txt	(from https://visitperak.com.my/lang-mountain/)
02:16:39	785/785	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Sep%202018%2000:00:00%20GMT	https://visitperak.com.my/wp-content/uploads/2018/09/cropped-WhatsApp-Image-2018-09-25-at-20.07.45-1-32x32.jpeg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2018/09/cropped-WhatsApp-Image-2018-09-25-at-20.07.45-1-32x32.jpg	(from https://visitperak.com.my/lang-mountain/)
02:16:39	6807/6807	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Sep%202018%2000:00:00%20GMT	https://visitperak.com.my/wp-content/uploads/2018/09/cropped-WhatsApp-Image-2018-09-25-at-20.07.45-1-192x192.jpeg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2018/09/cropped-WhatsApp-Image-2018-09-25-at-20.07.45-1-192x192.jpg	(from https://visitperak.com.my/lang-mountain/)
02:16:39	6427/6427	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Sep%202018%2000:00:00%20GMT	https://visitperak.com.my/wp-content/uploads/2018/09/cropped-WhatsApp-Image-2018-09-25-at-20.07.45-1-180x180.jpeg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2018/09/cropped-WhatsApp-Image-2018-09-25-at-20.07.45-1-180x180.jpg	(from https://visitperak.com.my/lang-mountain/)
02:16:40	106116/106116	---M--	200	added ('OK')	image/png	date:Tue,%2025%20Sep%202018%2000:00:00%20GMT	https://visitperak.com.my/wp-content/uploads/2018/09/cropped-visit-perak-logo-2.png	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2018/09/cropped-visit-perak-logo-2.png	(from https://visitperak.com.my/lang-mountain/)
02:16:40	191680/191680	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Apr%202021%2008:47:00%20GMT	https://visitperak.com.my/wp-content/uploads/2013/06/PSX_20210410_163602-768x1024.jpg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2013/06/PSX_20210410_163602-768x1024.jpg	(from https://visitperak.com.my/lang-mountain/)
02:16:42	49838/49838	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202024%2018:16:40%20GMT	http://visitperak.com.my/wp-content/uploads/2013/06/lang_mountain_ipoh.jpg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2013/06/lang_mountain_ipoh.f.delayed	(from https://visitperak.com.my/lang-mountain/)
02:16:43	296677/296677	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Apr%202021%2008:47:00%20GMT	https://visitperak.com.my/wp-content/uploads/2013/06/PSX_20210410_163704-768x1024.jpg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2013/06/PSX_20210410_163704-768x1024.jpg	(from https://visitperak.com.my/lang-mountain/)
02:16:43	327049/327049	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Apr%202021%2008:49:00%20GMT	https://visitperak.com.my/wp-content/uploads/2013/06/PSX_20210410_163843-768x1024.jpg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2013/06/PSX_20210410_163843-768x1024.jpg	(from https://visitperak.com.my/lang-mountain/)
02:16:43	247565/247565	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Apr%202021%2008:50:00%20GMT	https://visitperak.com.my/wp-content/uploads/2013/06/PSX_20210410_163928-1024x689.jpg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2013/06/PSX_20210410_163928-1024x689.jpg	(from https://visitperak.com.my/lang-mountain/)
02:16:43	253922/253922	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Apr%202021%2008:49:00%20GMT	https://visitperak.com.my/wp-content/uploads/2013/06/PSX_20210410_163814-1024x768.jpg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2013/06/PSX_20210410_163814-1024x768.jpg	(from https://visitperak.com.my/lang-mountain/)
02:16:44	278941/278941	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Apr%202021%2008:51:00%20GMT	https://visitperak.com.my/wp-content/uploads/2021/04/PSX_20210410_164628-768x1024.jpg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2021/04/PSX_20210410_164628-768x1024.jpg	(from https://visitperak.com.my/lang-mountain/)
02:16:44	14812/14812	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202024%2011:54:59%20GMT	https://visitperak.com.my/wp-content/uploads/2024/10/teluk-intan-230x153.jpg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2024/10/teluk-intan-230x153.jpg	(from https://visitperak.com.my/lang-mountain/)
02:16:44	929880/929880	---M--	200	added ('OK')	image/jpeg	date:Sat,%2010%20Apr%202021%2008:51:00%20GMT	https://visitperak.com.my/wp-content/uploads/2021/04/PSX_20210410_164628.jpg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2021/04/PSX_20210410_164628.jpg	(from https://visitperak.com.my/lang-mountain/)
02:16:44	9835/9835	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Aug%202024%2009:19:43%20GMT	https://visitperak.com.my/wp-content/uploads/2024/08/WhatsApp-Image-2024-08-27-at-5.15.47-PM-173x230.jpeg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2024/08/WhatsApp-Image-2024-08-27-at-5.15.47-PM-173x230.jpg	(from https://visitperak.com.my/lang-mountain/)
02:16:44	9794/9794	---M--	200	added ('OK')	image/jpeg	date:Sun,%2002%20Jun%202024%2007:41:42%20GMT	https://visitperak.com.my/wp-content/uploads/2024/06/yik-foong-complex-230x129.jpg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2024/06/yik-foong-complex-230x129.jpg	(from https://visitperak.com.my/lang-mountain/)
02:16:45	43/43	---MC-	404	error ('Not%20Found')	image/gif	date:Mon,%2016%20Dec%202024%2018:16:45%20GMT	https://favekad.com/ad-1.gif	C:/ICM561/link%2021/link%2021/favekad.com/ad-1.19.delayed	(from https://visitperak.com.my/lang-mountain/)
02:16:45	1994/1994	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202024%2011:55:00%20GMT	https://visitperak.com.my/wp-content/uploads/2024/10/teluk-intan-50x50.jpg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2024/10/teluk-intan-50x50.jpg	(from https://visitperak.com.my/lang-mountain/)
02:16:45	2205/2205	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Sep%202024%2009:07:12%20GMT	https://visitperak.com.my/wp-content/uploads/2024/09/ESCAPE-ipoh-50x50.jpg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2024/09/ESCAPE-ipoh-50x50.jpg	(from https://visitperak.com.my/lang-mountain/)
02:16:46	1680/1680	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Sep%202024%2010:29:05%20GMT	https://visitperak.com.my/wp-content/uploads/2024/09/dining-in-jeff-s-cellar-50x50.jpg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2024/09/dining-in-jeff-s-cellar-50x50.jpg	(from https://visitperak.com.my/lang-mountain/)
02:16:46	1489/1489	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Aug%202024%2009:19:43%20GMT	https://visitperak.com.my/wp-content/uploads/2024/08/WhatsApp-Image-2024-08-27-at-5.15.47-PM-50x50.jpeg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2024/08/WhatsApp-Image-2024-08-27-at-5.15.47-PM-50x50.jpg	(from https://visitperak.com.my/lang-mountain/)
02:16:46	1731/1731	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Aug%202024%2014:44:47%20GMT	https://visitperak.com.my/wp-content/uploads/2024/08/WhatsApp-Image-2024-08-13-at-10.41.28-PM-50x50.jpeg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2024/08/WhatsApp-Image-2024-08-13-at-10.41.28-PM-50x50.jpg	(from https://visitperak.com.my/lang-mountain/)
02:16:47	198903/198903	---M--	200	added ('OK')	text/javascript	etag:16360108217303979349	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/ICM561/link%2021/link%2021/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://visitperak.com.my/lang-mountain/)
02:16:47	1657/1657	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Jan%202024%2007:53:42%20GMT	https://visitperak.com.my/wp-content/uploads/2024/01/Ashsukamakan-50x50.jpg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2024/01/Ashsukamakan-50x50.jpg	(from https://visitperak.com.my/lang-mountain/)
02:16:47	1548/1548	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Nov%202023%2008:25:52%20GMT	https://visitperak.com.my/wp-content/uploads/2023/11/sunflower-garden-50x50.jpg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2023/11/sunflower-garden-50x50.jpg	(from https://visitperak.com.my/lang-mountain/)
02:16:47	1675/1675	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Dec%202022%2004:42:32%20GMT	https://visitperak.com.my/wp-content/uploads/2022/12/rick-resort-50x50.jpg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2022/12/rick-resort-50x50.jpg	(from https://visitperak.com.my/lang-mountain/)
02:16:47	5665/5665	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Oct%202021%2006:54:23%20GMT	https://visitperak.com.my/wp-content/uploads/2021/10/coral-beach-50x50.png	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2021/10/coral-beach-50x50.png	(from https://visitperak.com.my/lang-mountain/)
02:16:48	1495/1495	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Oct%202021%2009:19:25%20GMT	https://visitperak.com.my/wp-content/uploads/2021/10/teluk-senangin-1-50x50.jpg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2021/10/teluk-senangin-1-50x50.jpg	(from https://visitperak.com.my/lang-mountain/)
02:16:48	1475/1475	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Jul%202021%2008:41:05%20GMT	https://visitperak.com.my/wp-content/uploads/2021/07/PSX_20210713_154331-50x50.jpg	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/uploads/2021/07/PSX_20210713_154331-50x50.jpg	(from https://visitperak.com.my/lang-mountain/)
02:16:48	557/557	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Mar%202020%2000:00:00%20GMT	https://visitperak.com.my/wp-content/themes/magazine-point/js/skip-link-focus-fix.min.js?ver=20130115	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/themes/magazine-point/js/skip-link-focus-fix.min08e0.js	(from https://visitperak.com.my/lang-mountain/)
02:16:48	22940/22940	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Mar%202020%2000:00:00%20GMT	https://visitperak.com.my/wp-content/themes/magazine-point/vendors/cycle2/js/jquery.cycle2.min.js?ver=2.1.6	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/themes/magazine-point/vendors/cycle2/js/jquery.cycle2.min784e.js	(from https://visitperak.com.my/lang-mountain/)
02:16:48	7034/7034	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Mar%202020%2000:00:00%20GMT	https://visitperak.com.my/wp-content/themes/magazine-point/vendors/sidr/js/jquery.sidr.min.js?ver=2.2.1	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/themes/magazine-point/vendors/sidr/js/jquery.sidr.min77e6.js	(from https://visitperak.com.my/lang-mountain/)
02:16:49	40461/40461	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Mar%202020%2000:00:00%20GMT	https://visitperak.com.my/wp-content/themes/magazine-point/vendors/slick/slick.min.js?ver=1.5.9	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/themes/magazine-point/vendors/slick/slick.min7fb9.js	(from https://visitperak.com.my/lang-mountain/)
02:16:49	944/944	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2016%20Mar%202020%2000:00:00%20GMT	https://visitperak.com.my/wp-content/themes/magazine-point/js/custom.min.js?ver=2.0.2	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/themes/magazine-point/js/custom.min4c56.js	(from https://visitperak.com.my/lang-mountain/)
02:16:49	2981/2981	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2008%20Apr%202022%2016:07:18%20GMT	https://visitperak.com.my/wp-includes/js/comment-reply.min.js?ver=6.2.6	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-includes/js/comment-reply.min4118.js	(from https://visitperak.com.my/lang-mountain/)
02:16:49	11388/11388	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2020%20Nov%202024%2001:38:19%20GMT	https://visitperak.com.my/wp-content/plugins/akismet/_inc/akismet-frontend.js?ver=1732066699	C:/ICM561/link%2021/link%2021/visitperak.com.my/wp-content/plugins/akismet/_inc/akismet-frontenddd8b.js	(from https://visitperak.com.my/lang-mountain/)
